time,LowerSetp[nZ],UpperSetp[nZ],LowerSetp[sZ],UpperSetp[sZ],UpperCO2[nZ],UpperCO2[sZ]
541800,289.15,303.15,289.15,303.15,900,900
542700,289.15,303.15,289.15,303.15,900,900
543600,294.15,298.15,294.15,298.15,900,900
544500,294.15,298.15,294.15,298.15,900,900
545400,294.15,298.15,294.15,298.15,900,900
546300,294.15,298.15,294.15,298.15,900,900
547200,294.15,298.15,294.15,298.15,900,900
548100,294.15,298.15,294.15,298.15,900,900
549000,294.15,298.15,294.15,298.15,900,900
549900,294.15,298.15,294.15,298.15,900,900
550800,294.15,298.15,294.15,298.15,900,900
551700,294.15,298.15,294.15,298.15,900,900
552600,294.15,298.15,294.15,298.15,900,900
553500,294.15,298.15,294.15,298.15,900,900
554400,294.15,298.15,294.15,298.15,900,900
555300,294.15,298.15,294.15,298.15,900,900
556200,294.15,298.15,294.15,298.15,900,900
557100,294.15,298.15,294.15,298.15,900,900
558000,294.15,298.15,294.15,298.15,900,900
558900,294.15,298.15,294.15,298.15,900,900
559800,294.15,298.15,294.15,298.15,900,900
560700,294.15,298.15,294.15,298.15,900,900
561600,294.15,298.15,294.15,298.15,900,900
562500,294.15,298.15,294.15,298.15,900,900
563400,294.15,298.15,294.15,298.15,900,900
564300,294.15,298.15,294.15,298.15,900,900
565200,294.15,298.15,294.15,298.15,900,900
566100,294.15,298.15,294.15,298.15,900,900
567000,294.15,298.15,294.15,298.15,900,900
567900,294.15,298.15,294.15,298.15,900,900
568800,294.15,298.15,294.15,298.15,900,900
569700,294.15,298.15,294.15,298.15,900,900
570600,294.15,298.15,294.15,298.15,900,900
571500,294.15,298.15,294.15,298.15,900,900
572400,294.15,298.15,294.15,298.15,900,900
573300,294.15,298.15,294.15,298.15,900,900
574200,294.15,298.15,294.15,298.15,900,900
575100,294.15,298.15,294.15,298.15,900,900
576000,294.15,298.15,294.15,298.15,900,900
576900,294.15,298.15,294.15,298.15,900,900
577800,294.15,298.15,294.15,298.15,900,900
578700,294.15,298.15,294.15,298.15,900,900
579600,294.15,298.15,294.15,298.15,900,900
580500,294.15,298.15,294.15,298.15,900,900
581400,294.15,298.15,294.15,298.15,900,900
582300,294.15,298.15,294.15,298.15,900,900
583200,294.15,298.15,294.15,298.15,900,900
584100,294.15,298.15,294.15,298.15,900,900
585000,294.15,298.15,294.15,298.15,900,900
585900,294.15,298.15,294.15,298.15,900,900
586800,289.15,303.15,289.15,303.15,900,900
587700,289.15,303.15,289.15,303.15,900,900
588600,289.15,303.15,289.15,303.15,900,900
589500,289.15,303.15,289.15,303.15,900,900
590400,289.15,303.15,289.15,303.15,900,900
591300,289.15,303.15,289.15,303.15,900,900
592200,289.15,303.15,289.15,303.15,900,900
593100,289.15,303.15,289.15,303.15,900,900
594000,289.15,303.15,289.15,303.15,900,900
594900,289.15,303.15,289.15,303.15,900,900
595800,289.15,303.15,289.15,303.15,900,900
596700,289.15,303.15,289.15,303.15,900,900
597600,289.15,303.15,289.15,303.15,900,900
598500,289.15,303.15,289.15,303.15,900,900
599400,289.15,303.15,289.15,303.15,900,900
600300,289.15,303.15,289.15,303.15,900,900
601200,289.15,303.15,289.15,303.15,900,900
602100,289.15,303.15,289.15,303.15,900,900
603000,289.15,303.15,289.15,303.15,900,900
603900,289.15,303.15,289.15,303.15,900,900
604800,289.15,303.15,289.15,303.15,900,900
605700,289.15,303.15,289.15,303.15,900,900
606600,289.15,303.15,289.15,303.15,900,900
607500,289.15,303.15,289.15,303.15,900,900
608400,289.15,303.15,289.15,303.15,900,900
609300,289.15,303.15,289.15,303.15,900,900
610200,289.15,303.15,289.15,303.15,900,900
611100,289.15,303.15,289.15,303.15,900,900
612000,289.15,303.15,289.15,303.15,900,900
612900,289.15,303.15,289.15,303.15,900,900
613800,289.15,303.15,289.15,303.15,900,900
614700,289.15,303.15,289.15,303.15,900,900
615600,289.15,303.15,289.15,303.15,900,900
616500,289.15,303.15,289.15,303.15,900,900
617400,289.15,303.15,289.15,303.15,900,900
618300,289.15,303.15,289.15,303.15,900,900
619200,289.15,303.15,289.15,303.15,900,900
620100,289.15,303.15,289.15,303.15,900,900
621000,289.15,303.15,289.15,303.15,900,900
621900,289.15,303.15,289.15,303.15,900,900
622800,289.15,303.15,289.15,303.15,900,900
623700,289.15,303.15,289.15,303.15,900,900
624600,289.15,303.15,289.15,303.15,900,900
625500,289.15,303.15,289.15,303.15,900,900
626400,289.15,303.15,289.15,303.15,900,900
627300,289.15,303.15,289.15,303.15,900,900
628200,289.15,303.15,289.15,303.15,900,900
629100,289.15,303.15,289.15,303.15,900,900
630000,294.15,298.15,294.15,298.15,900,900
630900,294.15,298.15,294.15,298.15,900,900
631800,294.15,298.15,294.15,298.15,900,900
632700,294.15,298.15,294.15,298.15,900,900
633600,294.15,298.15,294.15,298.15,900,900
634500,294.15,298.15,294.15,298.15,900,900
635400,294.15,298.15,294.15,298.15,900,900
636300,294.15,298.15,294.15,298.15,900,900
637200,294.15,298.15,294.15,298.15,900,900
638100,294.15,298.15,294.15,298.15,900,900
639000,294.15,298.15,294.15,298.15,900,900
639900,294.15,298.15,294.15,298.15,900,900
640800,294.15,298.15,294.15,298.15,900,900
641700,294.15,298.15,294.15,298.15,900,900
642600,294.15,298.15,294.15,298.15,900,900
643500,294.15,298.15,294.15,298.15,900,900
644400,294.15,298.15,294.15,298.15,900,900
645300,294.15,298.15,294.15,298.15,900,900
646200,294.15,298.15,294.15,298.15,900,900
647100,294.15,298.15,294.15,298.15,900,900
648000,294.15,298.15,294.15,298.15,900,900
648900,294.15,298.15,294.15,298.15,900,900
649800,294.15,298.15,294.15,298.15,900,900
650700,294.15,298.15,294.15,298.15,900,900
651600,294.15,298.15,294.15,298.15,900,900
652500,294.15,298.15,294.15,298.15,900,900
653400,294.15,298.15,294.15,298.15,900,900
654300,294.15,298.15,294.15,298.15,900,900
655200,294.15,298.15,294.15,298.15,900,900
656100,294.15,298.15,294.15,298.15,900,900
657000,294.15,298.15,294.15,298.15,900,900
657900,294.15,298.15,294.15,298.15,900,900
658800,294.15,298.15,294.15,298.15,900,900
659700,294.15,298.15,294.15,298.15,900,900
660600,294.15,298.15,294.15,298.15,900,900
661500,294.15,298.15,294.15,298.15,900,900
662400,294.15,298.15,294.15,298.15,900,900
663300,294.15,298.15,294.15,298.15,900,900
664200,294.15,298.15,294.15,298.15,900,900
665100,294.15,298.15,294.15,298.15,900,900
666000,294.15,298.15,294.15,298.15,900,900
666900,294.15,298.15,294.15,298.15,900,900
667800,294.15,298.15,294.15,298.15,900,900
668700,294.15,298.15,294.15,298.15,900,900
669600,294.15,298.15,294.15,298.15,900,900
670500,294.15,298.15,294.15,298.15,900,900
671400,294.15,298.15,294.15,298.15,900,900
672300,294.15,298.15,294.15,298.15,900,900
673200,289.15,303.15,289.15,303.15,900,900
674100,289.15,303.15,289.15,303.15,900,900
675000,289.15,303.15,289.15,303.15,900,900
675900,289.15,303.15,289.15,303.15,900,900
676800,289.15,303.15,289.15,303.15,900,900
677700,289.15,303.15,289.15,303.15,900,900
678600,289.15,303.15,289.15,303.15,900,900
679500,289.15,303.15,289.15,303.15,900,900
680400,289.15,303.15,289.15,303.15,900,900
681300,289.15,303.15,289.15,303.15,900,900
682200,289.15,303.15,289.15,303.15,900,900
683100,289.15,303.15,289.15,303.15,900,900
684000,289.15,303.15,289.15,303.15,900,900
684900,289.15,303.15,289.15,303.15,900,900
685800,289.15,303.15,289.15,303.15,900,900
686700,289.15,303.15,289.15,303.15,900,900
687600,289.15,303.15,289.15,303.15,900,900
688500,289.15,303.15,289.15,303.15,900,900
689400,289.15,303.15,289.15,303.15,900,900
690300,289.15,303.15,289.15,303.15,900,900
691200,289.15,303.15,289.15,303.15,900,900
692100,289.15,303.15,289.15,303.15,900,900
693000,289.15,303.15,289.15,303.15,900,900
693900,289.15,303.15,289.15,303.15,900,900
694800,289.15,303.15,289.15,303.15,900,900
695700,289.15,303.15,289.15,303.15,900,900
696600,289.15,303.15,289.15,303.15,900,900
697500,289.15,303.15,289.15,303.15,900,900
698400,289.15,303.15,289.15,303.15,900,900
699300,289.15,303.15,289.15,303.15,900,900
700200,289.15,303.15,289.15,303.15,900,900
701100,289.15,303.15,289.15,303.15,900,900
702000,289.15,303.15,289.15,303.15,900,900
702900,289.15,303.15,289.15,303.15,900,900
703800,289.15,303.15,289.15,303.15,900,900
704700,289.15,303.15,289.15,303.15,900,900
705600,289.15,303.15,289.15,303.15,900,900
706500,289.15,303.15,289.15,303.15,900,900
707400,289.15,303.15,289.15,303.15,900,900
708300,289.15,303.15,289.15,303.15,900,900
709200,289.15,303.15,289.15,303.15,900,900
710100,289.15,303.15,289.15,303.15,900,900
711000,289.15,303.15,289.15,303.15,900,900
711900,289.15,303.15,289.15,303.15,900,900
712800,289.15,303.15,289.15,303.15,900,900
713700,289.15,303.15,289.15,303.15,900,900
714600,289.15,303.15,289.15,303.15,900,900
715500,289.15,303.15,289.15,303.15,900,900
716400,289.15,303.15,289.15,303.15,900,900
717300,289.15,303.15,289.15,303.15,900,900
718200,289.15,303.15,289.15,303.15,900,900
719100,289.15,303.15,289.15,303.15,900,900
720000,289.15,303.15,289.15,303.15,900,900
720900,289.15,303.15,289.15,303.15,900,900
721800,289.15,303.15,289.15,303.15,900,900
722700,289.15,303.15,289.15,303.15,900,900
723600,289.15,303.15,289.15,303.15,900,900
724500,289.15,303.15,289.15,303.15,900,900
725400,289.15,303.15,289.15,303.15,900,900
726300,289.15,303.15,289.15,303.15,900,900
727200,289.15,303.15,289.15,303.15,900,900
728100,289.15,303.15,289.15,303.15,900,900
729000,289.15,303.15,289.15,303.15,900,900
729900,289.15,303.15,289.15,303.15,900,900
730800,289.15,303.15,289.15,303.15,900,900
731700,289.15,303.15,289.15,303.15,900,900
732600,289.15,303.15,289.15,303.15,900,900
733500,289.15,303.15,289.15,303.15,900,900
734400,289.15,303.15,289.15,303.15,900,900
735300,289.15,303.15,289.15,303.15,900,900
736200,289.15,303.15,289.15,303.15,900,900
737100,289.15,303.15,289.15,303.15,900,900
738000,289.15,303.15,289.15,303.15,900,900
738900,289.15,303.15,289.15,303.15,900,900
739800,289.15,303.15,289.15,303.15,900,900
740700,289.15,303.15,289.15,303.15,900,900
741600,289.15,303.15,289.15,303.15,900,900
742500,289.15,303.15,289.15,303.15,900,900
743400,289.15,303.15,289.15,303.15,900,900
744300,289.15,303.15,289.15,303.15,900,900
745200,289.15,303.15,289.15,303.15,900,900
746100,289.15,303.15,289.15,303.15,900,900
747000,289.15,303.15,289.15,303.15,900,900
747900,289.15,303.15,289.15,303.15,900,900
748800,289.15,303.15,289.15,303.15,900,900
749700,289.15,303.15,289.15,303.15,900,900
750600,289.15,303.15,289.15,303.15,900,900
751500,289.15,303.15,289.15,303.15,900,900
752400,289.15,303.15,289.15,303.15,900,900
753300,289.15,303.15,289.15,303.15,900,900
754200,289.15,303.15,289.15,303.15,900,900
755100,289.15,303.15,289.15,303.15,900,900
756000,289.15,303.15,289.15,303.15,900,900
756900,289.15,303.15,289.15,303.15,900,900
757800,289.15,303.15,289.15,303.15,900,900
758700,289.15,303.15,289.15,303.15,900,900
759600,289.15,303.15,289.15,303.15,900,900
760500,289.15,303.15,289.15,303.15,900,900
761400,289.15,303.15,289.15,303.15,900,900
762300,289.15,303.15,289.15,303.15,900,900
763200,289.15,303.15,289.15,303.15,900,900
764100,289.15,303.15,289.15,303.15,900,900
765000,289.15,303.15,289.15,303.15,900,900
765900,289.15,303.15,289.15,303.15,900,900
766800,289.15,303.15,289.15,303.15,900,900
767700,289.15,303.15,289.15,303.15,900,900
768600,289.15,303.15,289.15,303.15,900,900
769500,289.15,303.15,289.15,303.15,900,900
770400,289.15,303.15,289.15,303.15,900,900
771300,289.15,303.15,289.15,303.15,900,900
772200,289.15,303.15,289.15,303.15,900,900
773100,289.15,303.15,289.15,303.15,900,900
774000,289.15,303.15,289.15,303.15,900,900
774900,289.15,303.15,289.15,303.15,900,900
775800,289.15,303.15,289.15,303.15,900,900
776700,289.15,303.15,289.15,303.15,900,900
777600,289.15,303.15,289.15,303.15,900,900
778500,289.15,303.15,289.15,303.15,900,900
779400,289.15,303.15,289.15,303.15,900,900
780300,289.15,303.15,289.15,303.15,900,900
781200,289.15,303.15,289.15,303.15,900,900
782100,289.15,303.15,289.15,303.15,900,900
783000,289.15,303.15,289.15,303.15,900,900
783900,289.15,303.15,289.15,303.15,900,900
784800,289.15,303.15,289.15,303.15,900,900
785700,289.15,303.15,289.15,303.15,900,900
786600,289.15,303.15,289.15,303.15,900,900
787500,289.15,303.15,289.15,303.15,900,900
788400,289.15,303.15,289.15,303.15,900,900
789300,289.15,303.15,289.15,303.15,900,900
790200,289.15,303.15,289.15,303.15,900,900
791100,289.15,303.15,289.15,303.15,900,900
792000,289.15,303.15,289.15,303.15,900,900
792900,289.15,303.15,289.15,303.15,900,900
793800,289.15,303.15,289.15,303.15,900,900
794700,289.15,303.15,289.15,303.15,900,900
795600,289.15,303.15,289.15,303.15,900,900
796500,289.15,303.15,289.15,303.15,900,900
797400,289.15,303.15,289.15,303.15,900,900
798300,289.15,303.15,289.15,303.15,900,900
799200,289.15,303.15,289.15,303.15,900,900
800100,289.15,303.15,289.15,303.15,900,900
801000,289.15,303.15,289.15,303.15,900,900
801900,289.15,303.15,289.15,303.15,900,900
802800,289.15,303.15,289.15,303.15,900,900
803700,289.15,303.15,289.15,303.15,900,900
804600,289.15,303.15,289.15,303.15,900,900
805500,289.15,303.15,289.15,303.15,900,900
806400,289.15,303.15,289.15,303.15,900,900
807300,289.15,303.15,289.15,303.15,900,900
808200,289.15,303.15,289.15,303.15,900,900
809100,289.15,303.15,289.15,303.15,900,900
810000,289.15,303.15,289.15,303.15,900,900
810900,289.15,303.15,289.15,303.15,900,900
811800,289.15,303.15,289.15,303.15,900,900
812700,289.15,303.15,289.15,303.15,900,900
813600,289.15,303.15,289.15,303.15,900,900
814500,289.15,303.15,289.15,303.15,900,900
815400,289.15,303.15,289.15,303.15,900,900
816300,289.15,303.15,289.15,303.15,900,900
817200,289.15,303.15,289.15,303.15,900,900
818100,289.15,303.15,289.15,303.15,900,900
819000,289.15,303.15,289.15,303.15,900,900
819900,289.15,303.15,289.15,303.15,900,900
820800,289.15,303.15,289.15,303.15,900,900
821700,289.15,303.15,289.15,303.15,900,900
822600,289.15,303.15,289.15,303.15,900,900
823500,289.15,303.15,289.15,303.15,900,900
824400,289.15,303.15,289.15,303.15,900,900
825300,289.15,303.15,289.15,303.15,900,900
826200,289.15,303.15,289.15,303.15,900,900
827100,289.15,303.15,289.15,303.15,900,900
828000,289.15,303.15,289.15,303.15,900,900
828900,289.15,303.15,289.15,303.15,900,900
829800,289.15,303.15,289.15,303.15,900,900
830700,289.15,303.15,289.15,303.15,900,900
831600,289.15,303.15,289.15,303.15,900,900
832500,289.15,303.15,289.15,303.15,900,900
833400,289.15,303.15,289.15,303.15,900,900
834300,289.15,303.15,289.15,303.15,900,900
835200,289.15,303.15,289.15,303.15,900,900
836100,289.15,303.15,289.15,303.15,900,900
837000,289.15,303.15,289.15,303.15,900,900
837900,289.15,303.15,289.15,303.15,900,900
838800,289.15,303.15,289.15,303.15,900,900
839700,289.15,303.15,289.15,303.15,900,900
840600,289.15,303.15,289.15,303.15,900,900
841500,289.15,303.15,289.15,303.15,900,900
842400,289.15,303.15,289.15,303.15,900,900
843300,289.15,303.15,289.15,303.15,900,900
844200,289.15,303.15,289.15,303.15,900,900
845100,289.15,303.15,289.15,303.15,900,900
846000,289.15,303.15,289.15,303.15,900,900
846900,289.15,303.15,289.15,303.15,900,900
847800,289.15,303.15,289.15,303.15,900,900
848700,289.15,303.15,289.15,303.15,900,900
849600,289.15,303.15,289.15,303.15,900,900
850500,289.15,303.15,289.15,303.15,900,900
851400,289.15,303.15,289.15,303.15,900,900
852300,289.15,303.15,289.15,303.15,900,900
853200,289.15,303.15,289.15,303.15,900,900
854100,289.15,303.15,289.15,303.15,900,900
855000,289.15,303.15,289.15,303.15,900,900
855900,289.15,303.15,289.15,303.15,900,900
856800,289.15,303.15,289.15,303.15,900,900
857700,289.15,303.15,289.15,303.15,900,900
858600,289.15,303.15,289.15,303.15,900,900
859500,289.15,303.15,289.15,303.15,900,900
860400,289.15,303.15,289.15,303.15,900,900
861300,289.15,303.15,289.15,303.15,900,900
862200,289.15,303.15,289.15,303.15,900,900
863100,289.15,303.15,289.15,303.15,900,900
864000,289.15,303.15,289.15,303.15,900,900
864900,289.15,303.15,289.15,303.15,900,900
865800,289.15,303.15,289.15,303.15,900,900
866700,289.15,303.15,289.15,303.15,900,900
867600,289.15,303.15,289.15,303.15,900,900
868500,289.15,303.15,289.15,303.15,900,900
869400,289.15,303.15,289.15,303.15,900,900
870300,289.15,303.15,289.15,303.15,900,900
871200,289.15,303.15,289.15,303.15,900,900
872100,289.15,303.15,289.15,303.15,900,900
873000,289.15,303.15,289.15,303.15,900,900
873900,289.15,303.15,289.15,303.15,900,900
874800,289.15,303.15,289.15,303.15,900,900
875700,289.15,303.15,289.15,303.15,900,900
876600,289.15,303.15,289.15,303.15,900,900
877500,289.15,303.15,289.15,303.15,900,900
878400,289.15,303.15,289.15,303.15,900,900
879300,289.15,303.15,289.15,303.15,900,900
880200,289.15,303.15,289.15,303.15,900,900
881100,289.15,303.15,289.15,303.15,900,900
882000,289.15,303.15,289.15,303.15,900,900
882900,289.15,303.15,289.15,303.15,900,900
883800,289.15,303.15,289.15,303.15,900,900
884700,289.15,303.15,289.15,303.15,900,900
885600,289.15,303.15,289.15,303.15,900,900
886500,289.15,303.15,289.15,303.15,900,900
887400,289.15,303.15,289.15,303.15,900,900
888300,289.15,303.15,289.15,303.15,900,900
889200,294.15,298.15,294.15,298.15,900,900
890100,294.15,298.15,294.15,298.15,900,900
891000,294.15,298.15,294.15,298.15,900,900
891900,294.15,298.15,294.15,298.15,900,900
892800,294.15,298.15,294.15,298.15,900,900
893700,294.15,298.15,294.15,298.15,900,900
894600,294.15,298.15,294.15,298.15,900,900
895500,294.15,298.15,294.15,298.15,900,900
896400,294.15,298.15,294.15,298.15,900,900
897300,294.15,298.15,294.15,298.15,900,900
898200,294.15,298.15,294.15,298.15,900,900
899100,294.15,298.15,294.15,298.15,900,900
900000,294.15,298.15,294.15,298.15,900,900
900900,294.15,298.15,294.15,298.15,900,900
901800,294.15,298.15,294.15,298.15,900,900
902700,294.15,298.15,294.15,298.15,900,900
903600,294.15,298.15,294.15,298.15,900,900
904500,294.15,298.15,294.15,298.15,900,900
905400,294.15,298.15,294.15,298.15,900,900
906300,294.15,298.15,294.15,298.15,900,900
907200,294.15,298.15,294.15,298.15,900,900
908100,294.15,298.15,294.15,298.15,900,900
909000,294.15,298.15,294.15,298.15,900,900
909900,294.15,298.15,294.15,298.15,900,900
910800,294.15,298.15,294.15,298.15,900,900
911700,294.15,298.15,294.15,298.15,900,900
912600,294.15,298.15,294.15,298.15,900,900
913500,294.15,298.15,294.15,298.15,900,900
914400,294.15,298.15,294.15,298.15,900,900
915300,294.15,298.15,294.15,298.15,900,900
916200,294.15,298.15,294.15,298.15,900,900
917100,294.15,298.15,294.15,298.15,900,900
918000,294.15,298.15,294.15,298.15,900,900
918900,294.15,298.15,294.15,298.15,900,900
919800,294.15,298.15,294.15,298.15,900,900
920700,294.15,298.15,294.15,298.15,900,900
921600,294.15,298.15,294.15,298.15,900,900
922500,294.15,298.15,294.15,298.15,900,900
923400,294.15,298.15,294.15,298.15,900,900
924300,294.15,298.15,294.15,298.15,900,900
925200,294.15,298.15,294.15,298.15,900,900
926100,294.15,298.15,294.15,298.15,900,900
927000,294.15,298.15,294.15,298.15,900,900
927900,294.15,298.15,294.15,298.15,900,900
928800,294.15,298.15,294.15,298.15,900,900
929700,294.15,298.15,294.15,298.15,900,900
930600,294.15,298.15,294.15,298.15,900,900
931500,294.15,298.15,294.15,298.15,900,900
932400,289.15,303.15,289.15,303.15,900,900
933300,289.15,303.15,289.15,303.15,900,900
934200,289.15,303.15,289.15,303.15,900,900
935100,289.15,303.15,289.15,303.15,900,900
936000,289.15,303.15,289.15,303.15,900,900
936900,289.15,303.15,289.15,303.15,900,900
937800,289.15,303.15,289.15,303.15,900,900
938700,289.15,303.15,289.15,303.15,900,900
939600,289.15,303.15,289.15,303.15,900,900
940500,289.15,303.15,289.15,303.15,900,900
941400,289.15,303.15,289.15,303.15,900,900
942300,289.15,303.15,289.15,303.15,900,900
