# Optional header information,,,,,,
# time: time of setpoint [s],,,,,,
# LowerSetp: Heating zone temperature setpoint [K],,,,,,
# UpperSetp: Cooling zone temperature setpoint [K],,,,,,
# UpperCO2: Zone CO2 concentration upper limit [ppm],,,,,,
time,LowerSetp[South],UpperSetp[South],UpperCO2[South],LowerSetp[North],UpperSetp[North],UpperCO2[North]
2084400,293.15,296.15,894,294.15,297.15,994
2088000,293.15,296.15,894,294.15,297.15,994
2091600,293.15,296.15,894,294.15,297.15,994
2095200,293.15,296.15,894,294.15,297.15,994
2098800,293.15,296.15,894,294.15,297.15,994
2102400,293.15,296.15,894,294.15,297.15,994
2106000,293.15,296.15,894,294.15,297.15,994
2109600,293.15,296.15,894,294.15,297.15,994
2113200,293.15,296.15,894,294.15,297.15,994
2116800,293.15,296.15,894,294.15,297.15,994
2120400,293.15,296.15,894,294.15,297.15,994
2124000,293.15,296.15,894,294.15,297.15,994
2127600,293.15,296.15,894,294.15,297.15,994
2131200,293.15,296.15,894,294.15,297.15,994
2134800,293.15,296.15,894,294.15,297.15,994
2138400,293.15,296.15,894,294.15,297.15,994
2142000,293.15,296.15,894,294.15,297.15,994
2145600,293.15,296.15,894,294.15,297.15,994
2149200,293.15,296.15,894,294.15,297.15,994
2152800,293.15,296.15,894,294.15,297.15,994
2156400,293.15,296.15,894,294.15,297.15,994
2160000,293.15,296.15,894,294.15,297.15,994
2163600,293.15,296.15,894,294.15,297.15,994
2167200,293.15,296.15,894,294.15,297.15,994
2170800,293.15,296.15,894,294.15,297.15,994
2174400,293.15,296.15,894,294.15,297.15,994
2178000,293.15,296.15,894,294.15,297.15,994
2181600,293.15,296.15,894,294.15,297.15,994
2185200,293.15,296.15,894,294.15,297.15,994
2188800,293.15,296.15,894,294.15,297.15,994
2192400,293.15,296.15,894,294.15,297.15,994
2196000,293.15,296.15,894,294.15,297.15,994
2199600,293.15,296.15,894,294.15,297.15,994
2203200,293.15,296.15,894,294.15,297.15,994
2206800,293.15,296.15,894,294.15,297.15,994
2210400,293.15,296.15,894,294.15,297.15,994
2214000,293.15,296.15,894,294.15,297.15,994
2217600,293.15,296.15,894,294.15,297.15,994
2221200,293.15,296.15,894,294.15,297.15,994
2224800,293.15,296.15,894,294.15,297.15,994
2228400,293.15,296.15,894,294.15,297.15,994
2232000,293.15,296.15,894,294.15,297.15,994
2235600,293.15,296.15,894,294.15,297.15,994
2239200,293.15,296.15,894,294.15,297.15,994
2242800,293.15,296.15,894,294.15,297.15,994
2246400,293.15,296.15,894,294.15,297.15,994
2250000,293.15,296.15,894,294.15,297.15,994
2253600,293.15,296.15,894,294.15,297.15,994
2257200,293.15,296.15,894,294.15,297.15,994
2260800,293.15,296.15,894,294.15,297.15,994
2264400,293.15,296.15,894,294.15,297.15,994
2268000,293.15,296.15,894,294.15,297.15,994
2271600,293.15,296.15,894,294.15,297.15,994
2275200,293.15,296.15,894,294.15,297.15,994
2278800,293.15,296.15,894,294.15,297.15,994
2282400,293.15,296.15,894,294.15,297.15,994
2286000,293.15,296.15,894,294.15,297.15,994
2289600,293.15,296.15,894,294.15,297.15,994
2293200,293.15,296.15,894,294.15,297.15,994
2296800,293.15,296.15,894,294.15,297.15,994
2300400,293.15,296.15,894,294.15,297.15,994
2304000,293.15,296.15,894,294.15,297.15,994
2307600,293.15,296.15,894,294.15,297.15,994
2311200,293.15,296.15,894,294.15,297.15,994
2314800,293.15,296.15,894,294.15,297.15,994
2318400,293.15,296.15,894,294.15,297.15,994
2322000,293.15,296.15,894,294.15,297.15,994
2325600,293.15,296.15,894,294.15,297.15,994
2329200,293.15,296.15,894,294.15,297.15,994
2332800,293.15,296.15,894,294.15,297.15,994
2336400,293.15,296.15,894,294.15,297.15,994
2340000,293.15,296.15,894,294.15,297.15,994
2343600,293.15,296.15,894,294.15,297.15,994
2347200,293.15,296.15,894,294.15,297.15,994
2350800,293.15,296.15,894,294.15,297.15,994
2354400,293.15,296.15,894,294.15,297.15,994
2358000,293.15,296.15,894,294.15,297.15,994
2361600,293.15,296.15,894,294.15,297.15,994
2365200,293.15,296.15,894,294.15,297.15,994
2368800,293.15,296.15,894,294.15,297.15,994
2372400,293.15,296.15,894,294.15,297.15,994
2376000,293.15,296.15,894,294.15,297.15,994
2379600,293.15,296.15,894,294.15,297.15,994
2383200,293.15,296.15,894,294.15,297.15,994
2386800,293.15,296.15,894,294.15,297.15,994
2390400,293.15,296.15,894,294.15,297.15,994
2394000,293.15,296.15,894,294.15,297.15,994
2397600,293.15,296.15,894,294.15,297.15,994
2401200,293.15,296.15,894,294.15,297.15,994
2404800,293.15,296.15,894,294.15,297.15,994
2408400,293.15,296.15,894,294.15,297.15,994
2412000,293.15,296.15,894,294.15,297.15,994
2415600,293.15,296.15,894,294.15,297.15,994
2419200,293.15,296.15,894,294.15,297.15,994
2422800,293.15,296.15,894,294.15,297.15,994
2426400,293.15,296.15,894,294.15,297.15,994
2430000,293.15,296.15,894,294.15,297.15,994
2433600,293.15,296.15,894,294.15,297.15,994
2437200,293.15,296.15,894,294.15,297.15,994
2440800,293.15,296.15,894,294.15,297.15,994
2444400,293.15,296.15,894,294.15,297.15,994
2448000,293.15,296.15,894,294.15,297.15,994
2451600,293.15,296.15,894,294.15,297.15,994
2455200,293.15,296.15,894,294.15,297.15,994
2458800,293.15,296.15,894,294.15,297.15,994
2462400,293.15,296.15,894,294.15,297.15,994
2466000,293.15,296.15,894,294.15,297.15,994
2469600,293.15,296.15,894,294.15,297.15,994
2473200,293.15,296.15,894,294.15,297.15,994
2476800,293.15,296.15,894,294.15,297.15,994
2480400,293.15,296.15,894,294.15,297.15,994
2484000,293.15,296.15,894,294.15,297.15,994
2487600,293.15,296.15,894,294.15,297.15,994
2491200,293.15,296.15,894,294.15,297.15,994
2494800,293.15,296.15,894,294.15,297.15,994
2498400,293.15,296.15,894,294.15,297.15,994
2502000,293.15,296.15,894,294.15,297.15,994
2505600,293.15,296.15,894,294.15,297.15,994
2509200,293.15,296.15,894,294.15,297.15,994
2512800,293.15,296.15,894,294.15,297.15,994
2516400,293.15,296.15,894,294.15,297.15,994
2520000,293.15,296.15,894,294.15,297.15,994
2523600,293.15,296.15,894,294.15,297.15,994
2527200,293.15,296.15,894,294.15,297.15,994
2530800,293.15,296.15,894,294.15,297.15,994
2534400,293.15,296.15,894,294.15,297.15,994
2538000,293.15,296.15,894,294.15,297.15,994
2541600,293.15,296.15,894,294.15,297.15,994
2545200,293.15,296.15,894,294.15,297.15,994
2548800,293.15,296.15,894,294.15,297.15,994
2552400,293.15,296.15,894,294.15,297.15,994
2556000,293.15,296.15,894,294.15,297.15,994
2559600,293.15,296.15,894,294.15,297.15,994
2563200,293.15,296.15,894,294.15,297.15,994
2566800,293.15,296.15,894,294.15,297.15,994
2570400,293.15,296.15,894,294.15,297.15,994
2574000,293.15,296.15,894,294.15,297.15,994
2577600,293.15,296.15,894,294.15,297.15,994
2581200,293.15,296.15,894,294.15,297.15,994
2584800,293.15,296.15,894,294.15,297.15,994
2588400,293.15,296.15,894,294.15,297.15,994
2592000,293.15,296.15,894,294.15,297.15,994
2595600,293.15,296.15,894,294.15,297.15,994
2599200,293.15,296.15,894,294.15,297.15,994
2602800,293.15,296.15,894,294.15,297.15,994
2606400,293.15,296.15,894,294.15,297.15,994
2610000,293.15,296.15,894,294.15,297.15,994
2613600,293.15,296.15,894,294.15,297.15,994
2617200,293.15,296.15,894,294.15,297.15,994
2620800,293.15,296.15,894,294.15,297.15,994
2624400,293.15,296.15,894,294.15,297.15,994
2628000,293.15,296.15,894,294.15,297.15,994
2631600,293.15,296.15,894,294.15,297.15,994
2635200,293.15,296.15,894,294.15,297.15,994
2638800,293.15,296.15,894,294.15,297.15,994
2642400,293.15,296.15,894,294.15,297.15,994
2646000,293.15,296.15,894,294.15,297.15,994
2649600,293.15,296.15,894,294.15,297.15,994
2653200,293.15,296.15,894,294.15,297.15,994
2656800,293.15,296.15,894,294.15,297.15,994
2660400,293.15,296.15,894,294.15,297.15,994
2664000,293.15,296.15,894,294.15,297.15,994
2667600,293.15,296.15,894,294.15,297.15,994
2671200,293.15,296.15,894,294.15,297.15,994
2674800,293.15,296.15,894,294.15,297.15,994
2678400,293.15,296.15,894,294.15,297.15,994
2682000,293.15,296.15,894,294.15,297.15,994
2685600,293.15,296.15,894,294.15,297.15,994
2689200,293.15,296.15,894,294.15,297.15,994
2692800,293.15,296.15,894,294.15,297.15,994
2696400,293.15,296.15,894,294.15,297.15,994
2700000,293.15,296.15,894,294.15,297.15,994
2703600,293.15,296.15,894,294.15,297.15,994
2707200,293.15,296.15,894,294.15,297.15,994
2710800,293.15,296.15,894,294.15,297.15,994
2714400,293.15,296.15,894,294.15,297.15,994
2718000,293.15,296.15,894,294.15,297.15,994
2721600,293.15,296.15,894,294.15,297.15,994
2725200,293.15,296.15,894,294.15,297.15,994
2728800,293.15,296.15,894,294.15,297.15,994
2732400,293.15,296.15,894,294.15,297.15,994
2736000,293.15,296.15,894,294.15,297.15,994
2739600,293.15,296.15,894,294.15,297.15,994
2743200,293.15,296.15,894,294.15,297.15,994
2746800,293.15,296.15,894,294.15,297.15,994
2750400,293.15,296.15,894,294.15,297.15,994
2754000,293.15,296.15,894,294.15,297.15,994
2757600,293.15,296.15,894,294.15,297.15,994
2761200,293.15,296.15,894,294.15,297.15,994
2764800,293.15,296.15,894,294.15,297.15,994
2768400,293.15,296.15,894,294.15,297.15,994
2772000,293.15,296.15,894,294.15,297.15,994
2775600,293.15,296.15,894,294.15,297.15,994
2779200,293.15,296.15,894,294.15,297.15,994
2782800,293.15,296.15,894,294.15,297.15,994
2786400,293.15,296.15,894,294.15,297.15,994
2790000,293.15,296.15,894,294.15,297.15,994
2793600,293.15,296.15,894,294.15,297.15,994
2797200,293.15,296.15,894,294.15,297.15,994
2800800,293.15,296.15,894,294.15,297.15,994
2804400,293.15,296.15,894,294.15,297.15,994
2808000,293.15,296.15,894,294.15,297.15,994
2811600,293.15,296.15,894,294.15,297.15,994
2815200,293.15,296.15,894,294.15,297.15,994
2818800,293.15,296.15,894,294.15,297.15,994
2822400,293.15,296.15,894,294.15,297.15,994
2826000,293.15,296.15,894,294.15,297.15,994
2829600,293.15,296.15,894,294.15,297.15,994
2833200,293.15,296.15,894,294.15,297.15,994
2836800,293.15,296.15,894,294.15,297.15,994
2840400,293.15,296.15,894,294.15,297.15,994
2844000,293.15,296.15,894,294.15,297.15,994
2847600,293.15,296.15,894,294.15,297.15,994
2851200,293.15,296.15,894,294.15,297.15,994
2854800,293.15,296.15,894,294.15,297.15,994
2858400,293.15,296.15,894,294.15,297.15,994
2862000,293.15,296.15,894,294.15,297.15,994
2865600,293.15,296.15,894,294.15,297.15,994
2869200,293.15,296.15,894,294.15,297.15,994
2872800,293.15,296.15,894,294.15,297.15,994
2876400,293.15,296.15,894,294.15,297.15,994
2880000,293.15,296.15,894,294.15,297.15,994
2883600,293.15,296.15,894,294.15,297.15,994
2887200,293.15,296.15,894,294.15,297.15,994
2890800,293.15,296.15,894,294.15,297.15,994
2894400,293.15,296.15,894,294.15,297.15,994
2898000,293.15,296.15,894,294.15,297.15,994
2901600,293.15,296.15,894,294.15,297.15,994
2905200,293.15,296.15,894,294.15,297.15,994
2908800,293.15,296.15,894,294.15,297.15,994
2912400,293.15,296.15,894,294.15,297.15,994
2916000,293.15,296.15,894,294.15,297.15,994
2919600,293.15,296.15,894,294.15,297.15,994
2923200,293.15,296.15,894,294.15,297.15,994
2926800,293.15,296.15,894,294.15,297.15,994
2930400,293.15,296.15,894,294.15,297.15,994
2934000,293.15,296.15,894,294.15,297.15,994
2937600,293.15,296.15,894,294.15,297.15,994
2941200,293.15,296.15,894,294.15,297.15,994
2944800,293.15,296.15,894,294.15,297.15,994
2948400,293.15,296.15,894,294.15,297.15,994
2952000,293.15,296.15,894,294.15,297.15,994
2955600,293.15,296.15,894,294.15,297.15,994
2959200,293.15,296.15,894,294.15,297.15,994
2962800,293.15,296.15,894,294.15,297.15,994
2966400,293.15,296.15,894,294.15,297.15,994
2970000,293.15,296.15,894,294.15,297.15,994
2973600,293.15,296.15,894,294.15,297.15,994
2977200,293.15,296.15,894,294.15,297.15,994
2980800,293.15,296.15,894,294.15,297.15,994
2984400,293.15,296.15,894,294.15,297.15,994
2988000,293.15,296.15,894,294.15,297.15,994
2991600,293.15,296.15,894,294.15,297.15,994
2995200,293.15,296.15,894,294.15,297.15,994
2998800,293.15,296.15,894,294.15,297.15,994
3002400,293.15,296.15,894,294.15,297.15,994
3006000,293.15,296.15,894,294.15,297.15,994
3009600,293.15,296.15,894,294.15,297.15,994
3013200,293.15,296.15,894,294.15,297.15,994
3016800,293.15,296.15,894,294.15,297.15,994
3020400,293.15,296.15,894,294.15,297.15,994
3024000,293.15,296.15,894,294.15,297.15,994
3027600,293.15,296.15,894,294.15,297.15,994
3031200,293.15,296.15,894,294.15,297.15,994
3034800,293.15,296.15,894,294.15,297.15,994
3038400,293.15,296.15,894,294.15,297.15,994
3042000,293.15,296.15,894,294.15,297.15,994
3045600,293.15,296.15,894,294.15,297.15,994
3049200,293.15,296.15,894,294.15,297.15,994
3052800,293.15,296.15,894,294.15,297.15,994
3056400,293.15,296.15,894,294.15,297.15,994
3060000,293.15,296.15,894,294.15,297.15,994
3063600,293.15,296.15,894,294.15,297.15,994
3067200,293.15,296.15,894,294.15,297.15,994
3070800,293.15,296.15,894,294.15,297.15,994
3074400,293.15,296.15,894,294.15,297.15,994
3078000,293.15,296.15,894,294.15,297.15,994
3081600,293.15,296.15,894,294.15,297.15,994
3085200,293.15,296.15,894,294.15,297.15,994
3088800,293.15,296.15,894,294.15,297.15,994
3092400,293.15,296.15,894,294.15,297.15,994
3096000,293.15,296.15,894,294.15,297.15,994
3099600,293.15,296.15,894,294.15,297.15,994
3103200,293.15,296.15,894,294.15,297.15,994
3106800,293.15,296.15,894,294.15,297.15,994
3110400,293.15,296.15,894,294.15,297.15,994
3114000,293.15,296.15,894,294.15,297.15,994
3117600,293.15,296.15,894,294.15,297.15,994
3121200,293.15,296.15,894,294.15,297.15,994
3124800,293.15,296.15,894,294.15,297.15,994
3128400,293.15,296.15,894,294.15,297.15,994
3132000,293.15,296.15,894,294.15,297.15,994
3135600,293.15,296.15,894,294.15,297.15,994
3139200,293.15,296.15,894,294.15,297.15,994
3142800,293.15,296.15,894,294.15,297.15,994
3146400,293.15,296.15,894,294.15,297.15,994
3150000,293.15,296.15,894,294.15,297.15,994
3153600,293.15,296.15,894,294.15,297.15,994
3157200,293.15,296.15,894,294.15,297.15,994
3160800,293.15,296.15,894,294.15,297.15,994
3164400,293.15,296.15,894,294.15,297.15,994
3168000,293.15,296.15,894,294.15,297.15,994
3171600,293.15,296.15,894,294.15,297.15,994
3175200,293.15,296.15,894,294.15,297.15,994
3178800,293.15,296.15,894,294.15,297.15,994
3182400,293.15,296.15,894,294.15,297.15,994
3186000,293.15,296.15,894,294.15,297.15,994
3189600,293.15,296.15,894,294.15,297.15,994
3193200,293.15,296.15,894,294.15,297.15,994
3196800,293.15,296.15,894,294.15,297.15,994
3200400,293.15,296.15,894,294.15,297.15,994
3204000,293.15,296.15,894,294.15,297.15,994
3207600,293.15,296.15,894,294.15,297.15,994
3211200,293.15,296.15,894,294.15,297.15,994
3214800,293.15,296.15,894,294.15,297.15,994
3218400,293.15,296.15,894,294.15,297.15,994
3222000,293.15,296.15,894,294.15,297.15,994
3225600,293.15,296.15,894,294.15,297.15,994
3229200,293.15,296.15,894,294.15,297.15,994
3232800,293.15,296.15,894,294.15,297.15,994
3236400,293.15,296.15,894,294.15,297.15,994
3240000,293.15,296.15,894,294.15,297.15,994
3243600,293.15,296.15,894,294.15,297.15,994
3247200,293.15,296.15,894,294.15,297.15,994
3250800,293.15,296.15,894,294.15,297.15,994
3254400,293.15,296.15,894,294.15,297.15,994
3258000,293.15,296.15,894,294.15,297.15,994
3261600,293.15,296.15,894,294.15,297.15,994
3265200,293.15,296.15,894,294.15,297.15,994
3268800,293.15,296.15,894,294.15,297.15,994
3272400,293.15,296.15,894,294.15,297.15,994
3276000,293.15,296.15,894,294.15,297.15,994
3279600,293.15,296.15,894,294.15,297.15,994
3283200,293.15,296.15,894,294.15,297.15,994
3286800,293.15,296.15,894,294.15,297.15,994
3290400,293.15,296.15,894,294.15,297.15,994
3294000,293.15,296.15,894,294.15,297.15,994
3297600,293.15,296.15,894,294.15,297.15,994
3301200,293.15,296.15,894,294.15,297.15,994
3304800,293.15,296.15,894,294.15,297.15,994
3308400,293.15,296.15,894,294.15,297.15,994
3312000,293.15,296.15,894,294.15,297.15,994
3315600,293.15,296.15,894,294.15,297.15,994
3319200,293.15,296.15,894,294.15,297.15,994
3322800,293.15,296.15,894,294.15,297.15,994
3326400,293.15,296.15,894,294.15,297.15,994
3330000,293.15,296.15,894,294.15,297.15,994
3333600,293.15,296.15,894,294.15,297.15,994
3337200,293.15,296.15,894,294.15,297.15,994
3340800,293.15,296.15,894,294.15,297.15,994
3344400,293.15,296.15,894,294.15,297.15,994
3348000,293.15,296.15,894,294.15,297.15,994
3351600,293.15,296.15,894,294.15,297.15,994
3355200,293.15,296.15,894,294.15,297.15,994
3358800,293.15,296.15,894,294.15,297.15,994
3362400,293.15,296.15,894,294.15,297.15,994
3366000,293.15,296.15,894,294.15,297.15,994
3369600,293.15,296.15,894,294.15,297.15,994
3373200,293.15,296.15,894,294.15,297.15,994
3376800,293.15,296.15,894,294.15,297.15,994
3380400,293.15,296.15,894,294.15,297.15,994
3384000,293.15,296.15,894,294.15,297.15,994
3387600,293.15,296.15,894,294.15,297.15,994
3391200,293.15,296.15,894,294.15,297.15,994
3394800,293.15,296.15,894,294.15,297.15,994
3398400,293.15,296.15,894,294.15,297.15,994
3402000,293.15,296.15,894,294.15,297.15,994
3405600,293.15,296.15,894,294.15,297.15,994
3409200,293.15,296.15,894,294.15,297.15,994
3412800,293.15,296.15,894,294.15,297.15,994
3416400,293.15,296.15,894,294.15,297.15,994
3420000,293.15,296.15,894,294.15,297.15,994
3423600,293.15,296.15,894,294.15,297.15,994
3427200,293.15,296.15,894,294.15,297.15,994
3430800,293.15,296.15,894,294.15,297.15,994
3434400,293.15,296.15,894,294.15,297.15,994
3438000,293.15,296.15,894,294.15,297.15,994
3441600,293.15,296.15,894,294.15,297.15,994
3445200,293.15,296.15,894,294.15,297.15,994
3448800,293.15,296.15,894,294.15,297.15,994
3452400,293.15,296.15,894,294.15,297.15,994
3456000,293.15,296.15,894,294.15,297.15,994
3459600,293.15,296.15,894,294.15,297.15,994
3463200,293.15,296.15,894,294.15,297.15,994
3466800,293.15,296.15,894,294.15,297.15,994
3470400,293.15,296.15,894,294.15,297.15,994
3474000,293.15,296.15,894,294.15,297.15,994
3477600,293.15,296.15,894,294.15,297.15,994
3481200,293.15,296.15,894,294.15,297.15,994
3484800,293.15,296.15,894,294.15,297.15,994
3488400,293.15,296.15,894,294.15,297.15,994
3492000,293.15,296.15,894,294.15,297.15,994
3495600,293.15,296.15,894,294.15,297.15,994
3499200,293.15,296.15,894,294.15,297.15,994
3502800,293.15,296.15,894,294.15,297.15,994
3506400,293.15,296.15,894,294.15,297.15,994
3510000,293.15,296.15,894,294.15,297.15,994
3513600,293.15,296.15,894,294.15,297.15,994
3517200,293.15,296.15,894,294.15,297.15,994
3520800,293.15,296.15,894,294.15,297.15,994
3524400,293.15,296.15,894,294.15,297.15,994
3528000,293.15,296.15,894,294.15,297.15,994
3531600,293.15,296.15,894,294.15,297.15,994
3535200,293.15,296.15,894,294.15,297.15,994
3538800,293.15,296.15,894,294.15,297.15,994
3542400,293.15,296.15,894,294.15,297.15,994
3546000,293.15,296.15,894,294.15,297.15,994
3549600,293.15,296.15,894,294.15,297.15,994
3553200,293.15,296.15,894,294.15,297.15,994
3556800,293.15,296.15,894,294.15,297.15,994
3560400,293.15,296.15,894,294.15,297.15,994
3564000,293.15,296.15,894,294.15,297.15,994
3567600,293.15,296.15,894,294.15,297.15,994
3571200,293.15,296.15,894,294.15,297.15,994
3574800,293.15,296.15,894,294.15,297.15,994
3578400,293.15,296.15,894,294.15,297.15,994
3582000,293.15,296.15,894,294.15,297.15,994
3585600,293.15,296.15,894,294.15,297.15,994
3589200,293.15,296.15,894,294.15,297.15,994
3592800,293.15,296.15,894,294.15,297.15,994
3596400,293.15,296.15,894,294.15,297.15,994
3600000,293.15,296.15,894,294.15,297.15,994
3603600,293.15,296.15,894,294.15,297.15,994
3607200,293.15,296.15,894,294.15,297.15,994
3610800,293.15,296.15,894,294.15,297.15,994
3614400,293.15,296.15,894,294.15,297.15,994
3618000,293.15,296.15,894,294.15,297.15,994
3621600,293.15,296.15,894,294.15,297.15,994
3625200,293.15,296.15,894,294.15,297.15,994
3628800,293.15,296.15,894,294.15,297.15,994
3632400,293.15,296.15,894,294.15,297.15,994
3636000,293.15,296.15,894,294.15,297.15,994
3639600,293.15,296.15,894,294.15,297.15,994
3643200,293.15,296.15,894,294.15,297.15,994
3646800,293.15,296.15,894,294.15,297.15,994
3650400,293.15,296.15,894,294.15,297.15,994
3654000,293.15,296.15,894,294.15,297.15,994
3657600,293.15,296.15,894,294.15,297.15,994
3661200,293.15,296.15,894,294.15,297.15,994
3664800,293.15,296.15,894,294.15,297.15,994
3668400,293.15,296.15,894,294.15,297.15,994
3672000,293.15,296.15,894,294.15,297.15,994
3675600,293.15,296.15,894,294.15,297.15,994
3679200,293.15,296.15,894,294.15,297.15,994
3682800,293.15,296.15,894,294.15,297.15,994
3686400,293.15,296.15,894,294.15,297.15,994
3690000,293.15,296.15,894,294.15,297.15,994
3693600,293.15,296.15,894,294.15,297.15,994
3697200,293.15,296.15,894,294.15,297.15,994
